sname,dname,cname,enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,year
Dominguez High,Compton Unified,Los Angeles,427,320,15,16,16,16,19,5.94,2017-18
Thurgood Marshall,Compton Unified,Los Angeles,59,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Hacienda la Puente Unified,Los Angeles,1554,183,23,23,22,23,109,59.56,2017-18
Puente Hills High,Hacienda la Puente Unified,Los Angeles,29,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
La Puente High,Hacienda la Puente Unified,Los Angeles,274,45,19,20,19,20,17,37.78,2017-18
Los Altos High,Hacienda la Puente Unified,Los Angeles,460,63,21,23,21,21,33,52.38,2017-18
Glen A. Wilson High,Hacienda la Puente Unified,Los Angeles,401,64,27,27,27,26,54,84.38,2017-18
William Workman High,Hacienda la Puente Unified,Los Angeles,287,11,*,*,*,*,*,*,2017-18
,Rowland Unified,Los Angeles,1212,126,22,24,24,23,81,64.29,2017-18
iQ Academy California-Los Angeles,Rowland Unified,Los Angeles,54,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Santana High (Continuation),Rowland Unified,Los Angeles,114,2,*,*,*,*,*,*,2017-18
Nogales High,Rowland Unified,Los Angeles,472,45,19,21,20,21,19,42.22,2017-18
John A. Rowland High,Rowland Unified,Los Angeles,569,79,24,25,26,24,60,75.95,2017-18
,Walnut Valley Unified,Los Angeles,1491,442,29,28,29,27,406,91.86,2017-18
Diamond Bar High,Walnut Valley Unified,Los Angeles,811,296,29,28,29,27,273,92.23,2017-18
Walnut High,Walnut Valley Unified,Los Angeles,668,146,29,28,28,27,133,91.10,2017-18
,San Gabriel Unified,Los Angeles,970,130,25,26,26,25,112,86.15,2017-18
Gabrielino High,San Gabriel Unified,Los Angeles,493,121,26,26,26,25,106,87.60,2017-18
Options for Youth San Gabriel,San Gabriel Unified,Los Angeles,439,9,*,*,*,*,*,*,2017-18
,Acton-Agua Dulce Unified,Los Angeles,1180,16,21,22,20,20,9,56.25,2017-18
Assurance Learning Academy,Acton-Agua Dulce Unified,Los Angeles,304,2,*,*,*,*,*,*,2017-18
Inspire Charter School,Acton-Agua Dulce Unified,Los Angeles,100,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Valiant Academy of Los Angeles,Acton-Agua Dulce Unified,Los Angeles,110,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
"Albert Einstein Academy for Letters, Arts & Scienc",Acton-Agua Dulce Unified,Los Angeles,16,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
SIATech Academy South,Acton-Agua Dulce Unified,Los Angeles,114,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
iLEAD Hybrid,Acton-Agua Dulce Unified,Los Angeles,132,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Community Collaborative Charter,Acton-Agua Dulce Unified,Los Angeles,118,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Pathways Academy Charter School Adult Education,Acton-Agua Dulce Unified,Los Angeles,50,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Empower Generations,Acton-Agua Dulce Unified,Los Angeles,24,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Compass Charter Schools of Los Angeles,Acton-Agua Dulce Unified,Los Angeles,69,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Options for Youth-Acton,Acton-Agua Dulce Unified,Los Angeles,26,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Vasquez High,Acton-Agua Dulce Unified,Los Angeles,98,14,*,*,*,*,*,*,2017-18
,Manhattan Beach Unified,Los Angeles,633,348,29,28,27,27,322,92.53,2017-18
Mira Costa High,Manhattan Beach Unified,Los Angeles,619,348,29,28,27,27,322,92.53,2017-18
,Redondo Beach Unified,Los Angeles,713,309,23,23,22,23,209,67.64,2017-18
Redondo Union High,Redondo Beach Unified,Los Angeles,664,309,23,23,22,23,209,67.64,2017-18
,SBE - New West Charter,Los Angeles,90,42,25,25,24,24,31,73.81,2017-18
New West Charter,SBE - New West Charter,Los Angeles,90,42,25,25,24,24,31,73.81,2017-18
,SBE - The School of Arts and Enterprise,Los Angeles,107,10,*,*,*,*,*,*,2017-18
School of Arts and Enterprise,SBE - The School of Arts and Enterprise,Los Angeles,107,10,*,*,*,*,*,*,2017-18
,Alhambra Unified,Los Angeles,1946,391,23,23,24,23,263,67.26,2017-18
Alhambra High,Alhambra Unified,Los Angeles,656,153,22,23,23,22,97,63.40,2017-18
Mark Keppel High,Alhambra Unified,Los Angeles,577,92,26,26,27,25,80,86.96,2017-18
San Gabriel High,Alhambra Unified,Los Angeles,580,146,21,22,24,22,86,58.90,2017-18
Independence High (Alternative),Alhambra Unified,Los Angeles,39,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Wiseburn Unified,Los Angeles,429,137,21,21,19,20,64,46.72,2017-18
Da Vinci Science,Wiseburn Unified,Los Angeles,132,54,23,23,22,22,38,70.37,2017-18
Da Vinci Design,Wiseburn Unified,Los Angeles,179,54,19,18,17,18,14,25.93,2017-18
Da Vinci Communications High,Wiseburn Unified,Los Angeles,91,29,21,21,19,20,12,41.38,2017-18
RISE High,Wiseburn Unified,Los Angeles,27,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,SBE - Anahuacalmecac International University Prep,Los Angeles,31,14,*,*,*,*,*,*,2017-18
Anahuacalmecac International University Preparator,SBE - Anahuacalmecac International University Prep,Los Angeles,31,14,*,*,*,*,*,*,2017-18
,SBE - Academia Avance Charter,Los Angeles,44,3,*,*,*,*,*,*,2017-18
Academia Avance Charter,SBE - Academia Avance Charter,Los Angeles,44,3,*,*,*,*,*,*,2017-18
       ,     ,Madera,2288,471,18,20,19,19,149,31.63,2017-18
,Chowchilla Union High,Madera,238,19,19,21,19,20,7,36.84,2017-18
Chowchilla Union High,Chowchilla Union High,Madera,228,19,19,21,19,20,7,36.84,2017-18
,Madera Unified,Madera,1276,358,17,19,18,18,85,23.74,2017-18
Madera South High,Madera Unified,Madera,606,198,16,18,17,18,35,17.68,2017-18
Furman (Duane E.) High (Independent Study Program),Madera Unified,Madera,64,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Madera High,Madera Unified,Madera,483,160,18,19,19,19,50,31.25,2017-18
,Golden Valley Unified,Madera,142,34,23,24,21,22,19,55.88,2017-18
Liberty High,Golden Valley Unified,Madera,125,34,23,24,21,22,19,55.88,2017-18
,Chawanakee Unified,Madera,120,18,21,22,20,20,8,44.44,2017-18
Minarets High,Chawanakee Unified,Madera,36,12,*,*,*,*,*,*,2017-18
Minarets Charter High,Chawanakee Unified,Madera,47,5,*,*,*,*,*,*,2017-18
Chawanakee Academy Charter,Chawanakee Unified,Madera,30,1,*,*,*,*,*,*,2017-18
,Yosemite Unified,Madera,223,42,24,25,23,24,30,71.43,2017-18
Yosemite High,Yosemite Unified,Madera,158,40,24,25,23,24,28,70.00,2017-18
Glacier High School Charter,Yosemite Unified,Madera,30,2,*,*,*,*,*,*,2017-18
       ,     ,Marin,2473,896,27,27,25,25,743,82.92,2017-18
,Novato Unified,Marin,672,206,24,25,23,23,150,72.82,2017-18
Nova Education Center,Novato Unified,Marin,31,4,*,*,*,*,*,*,2017-18
Novato High,Novato Unified,Marin,330,108,24,25,23,22,78,72.22,2017-18
San Marin High,Novato Unified,Marin,269,94,24,25,24,24,69,73.40,2017-18
,San Rafael City High,Marin,608,129,23,23,23,23,91,70.54,2017-18
San Rafael High,San Rafael City High,Marin,280,76,23,23,23,23,49,64.47,2017-18
Terra Linda High,San Rafael City High,Marin,283,53,24,24,23,23,42,79.25,2017-18
,Tamalpais Union High,Marin,1116,550,29,29,26,27,495,90.00,2017-18
Tamiscal High (Alternative),Tamalpais Union High,Marin,46,13,*,*,*,*,*,*,2017-18
Sir Francis Drake High,Tamalpais Union High,Marin,232,112,28,28,26,26,95,84.82,2017-18
Redwood High,Tamalpais Union High,Marin,418,276,29,29,27,27,250,90.58,2017-18
Tamalpais High,Tamalpais Union High,Marin,365,148,30,29,26,27,138,93.24,2017-18
San Andreas High (Continuation),Tamalpais Union High,Marin,52,1,*,*,*,*,*,*,2017-18
,Shoreline Unified,Marin,29,11,*,*,*,*,*,*,2017-18
Tomales High,Shoreline Unified,Marin,29,11,*,*,*,*,*,*,2017-18
       ,     ,Mariposa,103,14,*,*,*,*,*,*,2017-18
,Mariposa County Unified,Mariposa,100,14,*,*,*,*,*,*,2017-18
Mariposa County High,Mariposa County Unified,Mariposa,84,14,*,*,*,*,*,*,2017-18
       ,     ,Mendocino,1010,82,22,25,22,22,53,64.63,2017-18
,Anderson Valley Unified,Mendocino,36,2,*,*,*,*,*,*,2017-18
Anderson Valley Junior-Senior High,Anderson Valley Unified,Mendocino,26,2,*,*,*,*,*,*,2017-18
,Fort Bragg Unified,Mendocino,140,26,20,23,20,20,13,50.00,2017-18
Fort Bragg High,Fort Bragg Unified,Mendocino,135,26,20,23,20,20,13,50.00,2017-18
,Mendocino Unified,Mendocino,54,12,*,*,*,*,*,*,2017-18
Mendocino High,Mendocino Unified,Mendocino,48,12,*,*,*,*,*,*,2017-18
,Point Arena Joint Union High,Mendocino,33,5,*,*,*,*,*,*,2017-18
Point Arena High,Point Arena Joint Union High,Mendocino,33,5,*,*,*,*,*,*,2017-18
Round Valley High,Round Valley Unified,Mendocino,20,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Ukiah Unified,Mendocino,508,28,23,26,24,23,20,71.43,2017-18
Ukiah Independent Study Academy,Ukiah Unified,Mendocino,36,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Accelerated Achievement Academy,Ukiah Unified,Mendocino,21,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Ukiah High,Ukiah Unified,Mendocino,349,28,23,26,24,23,20,71.43,2017-18
,Willits Unified,Mendocino,140,8,*,*,*,*,*,*,2017-18
Willits Charter,Willits Unified,Mendocino,17,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Willits High,Willits Unified,Mendocino,80,8,*,*,*,*,*,*,2017-18
,Laytonville Unified,Mendocino,30,1,*,*,*,*,*,*,2017-18
Laytonville High,Laytonville Unified,Mendocino,30,1,*,*,*,*,*,*,2017-18
       ,     ,Merced,4342,723,19,20,19,20,266,36.79,2017-18
Merced Scholars Charter,Merced County Office of Education,Merced,29,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Hilmar Unified,Merced,162,42,18,19,19,19,13,30.95,2017-18
Hilmar High,Hilmar Unified,Merced,147,42,18,19,19,19,13,30.95,2017-18
,Le Grand Union High,Merced,115,38,15,17,17,17,4,10.53,2017-18
Le Grand High,Le Grand Union High,Merced,103,38,15,17,17,17,4,10.53,2017-18
,Los Banos Unified,Merced,798,93,21,22,21,21,50,53.76,2017-18
Crossroads Alternative Education Center,Los Banos Unified,Merced,29,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Pacheco High,Los Banos Unified,Merced,376,61,20,21,21,21,33,54.10,2017-18
Los Banos High,Los Banos Unified,Merced,324,32,22,22,20,21,17,53.13,2017-18
,Merced Union High,Merced,2470,419,19,20,20,20,161,38.42,2017-18
El Capitan High,Merced Union High,Merced,381,108,19,20,19,20,42,38.89,2017-18
Independence High (Alternative),Merced Union High,Merced,21,1,*,*,*,*,*,*,2017-18
Golden Valley High,Merced Union High,Merced,398,61,20,20,20,20,24,39.34,2017-18
Buhach Colony High,Merced Union High,Merced,416,73,19,21,19,20,25,34.25,2017-18
Atwater High,Merced Union High,Merced,392,59,18,20,19,19,21,35.59,2017-18
Livingston High,Merced Union High,Merced,257,70,18,19,20,20,24,34.29,2017-18
Merced High,Merced Union High,Merced,389,47,20,22,22,22,25,53.19,2017-18
,Gustine Unified,Merced,147,40,21,20,20,20,18,45.00,2017-18
Gustine High,Gustine Unified,Merced,142,40,21,20,20,20,18,45.00,2017-18
,Dos Palos Oro Loma Joint Unified,Merced,188,11,*,*,*,*,*,*,2017-18
Dos Palos High,Dos Palos Oro Loma Joint Unified,Merced,160,11,*,*,*,*,*,*,2017-18
,Delhi Unified,Merced,188,80,18,19,17,18,15,18.75,2017-18
Delhi High,Delhi Unified,Merced,188,80,18,19,17,18,15,18.75,2017-18
       ,     ,Modoc,99,28,17,19,18,20,8,28.57,2017-18
,Modoc Joint Unified,Modoc,61,5,*,*,*,*,*,*,2017-18
Modoc High,Modoc Joint Unified,Modoc,59,5,*,*,*,*,*,*,2017-18
,Tulelake Basin Joint Unified,Modoc,33,23,16,18,17,19,4,17.39,2017-18
Tulelake High,Tulelake Basin Joint Unified,Modoc,30,23,16,18,17,19,4,17.39,2017-18
       ,     ,Mono,364,14,*,*,*,*,*,*,2017-18
Urban Corps of San Diego County Charter,Mono County Office of Education,Mono,260,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Mammoth Unified,Mono,81,14,*,*,*,*,*,*,2017-18
Mammoth High,Mammoth Unified,Mono,79,14,*,*,*,*,*,*,2017-18
       ,     ,Monterey,5437,1005,20,21,20,20,427,42.49,2017-18
,Monterey County Office of Education,Monterey,209,2,*,*,*,*,*,*,2017-18
Millennium Charter High,Monterey County Office of Education,Monterey,37,2,*,*,*,*,*,*,2017-18
Monterey County Home Charter,Monterey County Office of Education,Monterey,57,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Uplift Monterey,Bradley Union Elementary,Monterey,23,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Uplift California South Charter,Bradley Union Elementary,Monterey,27,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Carmel Unified,Monterey,213,149,27,28,25,26,126,84.56,2017-18
Carmel High,Carmel Unified,Monterey,204,149,27,28,25,26,126,84.56,2017-18
,South Monterey County Joint Union High,Monterey,507,77,18,19,18,18,26,33.77,2017-18
Pinnacle Academy Charter - Independent Study,South Monterey County Joint Union High,Monterey,28,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Greenfield High,South Monterey County Joint Union High,Monterey,220,42,15,17,16,16,6,14.29,2017-18
King City High,South Monterey County Joint Union High,Monterey,229,35,21,22,19,21,20,57.14,2017-18
,Monterey Peninsula Unified,Monterey,785,113,20,22,21,21,54,47.79,2017-18
Marina High,Monterey Peninsula Unified,Monterey,125,16,18,19,20,18,2,12.50,2017-18
Learning for Life Charter,Monterey Peninsula Unified,Monterey,47,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Monterey High,Monterey Peninsula Unified,Monterey,277,64,23,24,22,22,45,70.31,2017-18
Seaside High,Monterey Peninsula Unified,Monterey,288,33,16,17,18,18,7,21.21,2017-18
,Pacific Grove Unified,Monterey,143,27,25,26,24,24,22,81.48,2017-18
Pacific Grove High,Pacific Grove Unified,Monterey,135,27,25,26,24,24,22,81.48,2017-18
,Salinas Union High,Monterey,2605,451,19,20,20,20,163,36.14,2017-18
El Puente,Salinas Union High,Monterey,204,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Alisal High,Salinas Union High,Monterey,630,181,17,19,19,19,50,27.62,2017-18
Everett Alvarez High,Salinas Union High,Monterey,566,108,19,20,19,20,34,31.48,2017-18
North Salinas High,Salinas Union High,Monterey,473,72,18,19,19,19,20,27.78,2017-18
Salinas High,Salinas Union High,Monterey,581,90,23,24,23,22,59,65.56,2017-18
,North Monterey County Unified,Monterey,352,38,17,19,19,19,13,34.21,2017-18
North Monterey County High,North Monterey County Unified,Monterey,244,38,17,19,19,19,13,34.21,2017-18
North Monterey County Center for Independent Study,North Monterey County Unified,Monterey,81,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Big Sur Unified,Monterey,1,1,*,*,*,*,*,*,2017-18
Pacific Valley (K-12),Big Sur Unified,Monterey,1,1,*,*,*,*,*,*,2017-18
,Soledad Unified,Monterey,356,62,18,18,17,17,8,12.90,2017-18
Soledad High,Soledad Unified,Monterey,334,62,18,18,17,17,8,12.90,2017-18
,Gonzales Unified,Monterey,209,85,16,17,17,17,13,15.29,2017-18
Gonzales High,Gonzales Unified,Monterey,191,85,16,17,17,17,13,15.29,2017-18
       ,     ,Napa,1676,289,21,22,21,21,158,54.67,2017-18
,Calistoga Joint Unified,Napa,50,20,18,18,19,17,3,15.00,2017-18
Calistoga Junior-Senior High,Calistoga Joint Unified,Napa,47,20,18,18,19,17,3,15.00,2017-18
,Napa Valley Unified,Napa,1486,232,21,22,21,21,127,54.74,2017-18
Napa Valley Independent Studies,Napa Valley Unified,Napa,68,1,*,*,*,*,*,*,2017-18
American Canyon High,Napa Valley Unified,Napa,371,28,23,22,20,21,16,57.14,2017-18
Vintage High,Napa Valley Unified,Napa,433,88,21,22,21,21,50,56.82,2017-18
New Technology High,Napa Valley Unified,Napa,84,9,*,*,*,*,*,*,2017-18
Napa High,Napa Valley Unified,Napa,394,106,20,21,21,21,53,50.00,2017-18
,Saint Helena Unified,Napa,101,37,25,27,24,25,28,75.68,2017-18
Saint Helena High,Saint Helena Unified,Napa,101,37,25,27,24,25,28,75.68,2017-18
       ,     ,Nevada,1940,99,23,24,23,23,70,70.71,2017-18
,Nevada County Office of Education,Nevada,1220,19,20,21,20,20,7,36.84,2017-18
Bitney Prep High,Nevada County Office of Education,Nevada,20,1,*,*,*,*,*,*,2017-18
Forest Charter,Nevada County Office of Education,Nevada,81,18,20,21,20,20,7,38.89,2017-18
EPIC de Cesar Chavez,Nevada County Office of Education,Nevada,399,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
John Muir Charter,Nevada County Office of Education,Nevada,713,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Nevada Joint Union High,Nevada,706,80,24,25,24,24,63,78.75,2017-18
William & Marian Ghidotti High,Nevada Joint Union High,Nevada,32,6,*,*,*,*,*,*,2017-18
Sierra Academy of Expeditionary Learning,Nevada Joint Union High,Nevada,31,3,*,*,*,*,*,*,2017-18
North Point Academy,Nevada Joint Union High,Nevada,27,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Bear River High,Nevada Joint Union High,Nevada,142,33,23,24,23,23,25,75.76,2017-18
Nevada Union High,Nevada Joint Union High,Nevada,371,38,24,25,24,24,30,78.95,2017-18
       ,     ,Orange,41111,10620,24,24,24,24,7652,72.05,2017-18
,Orange County Department of Education,Orange,1009,21,18,19,19,20,7,33.33,2017-18
Samueli Academy,Orange County Department of Education,Orange,125,21,18,19,19,20,7,33.33,2017-18
College and Career Preparatory Academy,Orange County Department of Education,Orange,207,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Epic Charter,Orange County Department of Education,Orange,15,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Orange County Workforce Innovation High,Orange County Department of Education,Orange,25,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
OCCS:CHEP/PCHS,Orange County Department of Education,Orange,121,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Anaheim Union High,Orange,5328,668,22,23,22,22,384,57.49,2017-18
Cypress High,Anaheim Union High,Orange,661,118,25,25,25,24,91,77.12,2017-18
Anaheim High,Anaheim Union High,Orange,756,71,20,21,20,21,36,50.70,2017-18
Polaris High (Alternative),Anaheim Union High,Orange,55,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Oxford Academy,Anaheim Union High,Orange,193,81,30,30,28,28,78,96.30,2017-18
Katella High,Anaheim Union High,Orange,660,78,19,21,19,20,31,39.74,2017-18
John F. Kennedy High,Anaheim Union High,Orange,606,66,24,24,25,24,54,81.82,2017-18
Loara High,Anaheim Union High,Orange,495,85,19,19,19,20,31,36.47,2017-18
Magnolia High,Anaheim Union High,Orange,426,16,17,20,19,19,5,31.25,2017-18
Savanna High,Anaheim Union High,Orange,434,54,18,18,20,19,16,29.63,2017-18
Western High,Anaheim Union High,Orange,476,99,19,21,20,20,42,42.42,2017-18
,Brea-Olinda Unified,Orange,480,131,25,25,25,24,109,83.21,2017-18
Brea-Olinda High,Brea-Olinda Unified,Orange,457,131,25,25,25,24,109,83.21,2017-18
,Capistrano Unified,Orange,4606,1659,26,26,25,25,1398,84.27,2017-18
Capistrano Connections Academy,Capistrano Unified,Orange,536,49,25,25,23,23,37,75.51,2017-18
San Juan Hills High,Capistrano Unified,Orange,611,267,26,25,25,24,215,80.52,2017-18
California Preparatory Academy,Capistrano Unified,Orange,45,2,*,*,*,*,*,*,2017-18
Capistrano Valley High,Capistrano Unified,Orange,548,197,27,27,26,26,171,86.80,2017-18
Aliso Niguel High,Capistrano Unified,Orange,749,298,27,27,27,26,266,89.26,2017-18
Tesoro High,Capistrano Unified,Orange,647,302,26,26,26,25,260,86.09,2017-18
Junipero Serra High,Capistrano Unified,Orange,95,2,*,*,*,*,*,*,2017-18
San Clemente High,Capistrano Unified,Orange,701,305,25,25,24,24,245,80.33,2017-18
Dana Hills High,Capistrano Unified,Orange,625,237,26,26,25,25,201,84.81,2017-18
Opportunities for Learning - Capistrano,Capistrano Unified,Orange,27,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
,Fullerton Joint Union High,Orange,3611,670,26,26,26,25,513,76.57,2017-18
La Sierra High (Alternative),Fullerton Joint Union High,Orange,87,0,N/A,N/A,N/A,N/A,N/A,N/A,2017-18
Buena Park High,Fullerton Joint Union High,Orange,445,58,18,20,19,18,20,34.48,2017-18
Fullerton Union High,Fullerton Joint Union High,Orange,517,74,24,25,24,23,53,71.62,2017-18
La Habra High,Fullerton Joint Union High,Orange,556,51,22,23,22,21,27,52.94,2017-18
Sonora High,Fullerton Joint Union High,Orange,502,100,23,24,23,23,68,68.00,2017-18
Sunny Hills High,Fullerton Joint Union High,Orange,575,180,27,26,27,26,152,84.44,2017-18
Troy High,Fullerton Joint Union High,Orange,693,207,30,29,30,29,193,93.24,2017-18
,Garden Grove Unified,Orange,3785,772,21,21,22,21,427,55.31,2017-18
Bolsa Grande High,Garden Grove Unified,Orange,538,74,21,22,22,21,45,60.81,2017-18
Garden Grove High,Garden Grove Unified,Orange,643,123,23,23,22,22,77,62.60,2017-18
La Quinta High,Garden Grove Unified,Orange,554,245,23,22,24,23,170,69.39,2017-18
Los Amigos High,Garden Grove Unified,Orange,463,217,17,18,19,19,64,29.49,2017-18
Pacifica High,Garden Grove Unified,Orange,436,59,23,23,24,23,43,72.88,2017-18
